FILING YEAR,LAST NAME,FIRST NAME,LOBBYIST MIDDLE INITIAL,CLIENT,COMPENSATION,FILING PERIOD
2011,Houlihan,Michael ,,Noresco LLC,$500.00,1
2011,Houlihan,Michael ,,Knight Engineering,$500.00,1
2011,Houlihan,Michael ,,"Family Guidance Centers, Inc",$500.00,1
2011,Houlihan,Michael ,,Chicago Automobile Trade Assoc.,$500.00,1
2011,Houlihan,Michael ,,CVS Caremark Corp,$500.00,1
2011,Houlihan,Michael ,,Hill-Rom,$0.00,1
2011,Houlihan,Michael ,,"Smith Partners, LLC",$500.00,1
2011,Houlihan,Michael ,,K-Five Construction Corp,$500.00,1
2011,Houlihan,Michael ,,Kinder Morgan Energy Partners,$500.00,1
2011,Houlihan,Margaret,,"Continental Airl Lines, Inc",$1000.00,1
2011,Houlihan,Michael ,,Arcadia Group Ltd,$0.00,1
2011,Hoyt,Brian,E,Orbitz Worldwide,$0.00,1
2011,Huddle,Mark,,"RK Development Properties, LLC",$6000.00,1
2011,Huels,Patrick,M,Lea & Elliott,$15000.00,1
2011,Hughes,Ralph,V,Macy's Retail Holdings,$3000.00,1
2011,Hunt,William,P,"NextG Networks, Inc.",$3502.00,1
2011,Hynes,Brian,F,"AmeriCash Loans, LLC",$10000.00,1
2011,Hynes,Brian,F,Centaur Construction,$5000.00,1
2011,Hynes,Brian,F,Centaru Construction LLC,$0.00,1
2011,Hynes   ,Thomas   ,C,DePaul University,$40000.00,1
2011,Ingram,Richard,L,Music and Dance Theater Chicago,$10000.00,1
2011,Ingram,Richard,L,U.S. Equities Realty LLC,$0.00,1
2011,Ingram,Richard,L,Chicago Parking Meters LLC,$500.00,1
2011,Ingram,Richard,L,Chicago Loop Parking,$4000.00,1
2011,Jackson,Mazonne,M,Feld Entertainment,$0.00,1
2011,Janes,Catherine,R,Resurrection Health Care,$1000.00,1
2011,Janes,Nicole,M,Youth Connection Charter School,$30000.00,1
2011,Janes,Catherine,R,Mercury Cruiselines,$1000.00,1
2012,Janes,Nicole,M,Crown Imports,$0.00,1
2012,Jef,Johnson,C,John Buck Co.,$0.00,1
2011,Johnson,Ronald ,C,Regency LLC,$5000.00,1
2011,Johnson,Ronald ,C,City of Chicago,$83000.00,1
2011,Johnson,Ronald ,C,First United Methodist Church of Chicago Aid Society,$33000.00,1
2011,Johnson,Ronald ,C,Lakeside Community Development Corp,$5000.00,1
2011,Johnson,Ronald ,C,DeVry University,$36000.00,1
2011,Johnson,Ronald ,C,Steans Family Foundation,$0.00,1
2011,Johnson,Ronald ,C,Public Building Commission of Chicago,$8000.00,1
2011,Johnson,Ronald ,C,Chicago Public Schools,$158000.00,1
2011,Johnson,Ronald ,C,MGM %2f Terrell Grp.,$32000.00,1
2011,Johnson,Ronald ,C,City Colleges of Chicago,$92000.00,1
2011,Johnson,Ronald ,C,Bluewater Group,$1000.00,1
2011,Johnson,Ronald ,C,Chicago Cubs,$10000.00,1
2011,Johnson,Ronald ,C,Dougherty & Co,$17000.00,1
2011,Johnson,Ronald ,C,Women's Treatment Center,$500.00,1
2011,Joyce,Jerry,,"Motorola, Inc.",$4800.00,1
2011,KASPER,MICHAEL,J,"Apple, Inc",$35000.00,1
2011,KASPER,MICHAEL,J,Wight & Co.,$0.00,1
2011,KASPER,MICHAEL,J,Wight & Co.,$18000.00,1
2011,KASPER,MICHAEL,J,"Securities Industry and Financial Markets Assoc., Inc.",$27500.00,1
2011,KASPER,MICHAEL,J,Delaware North Companies,$13334.00,1
2011,KASPER,MICHAEL,J,Metropolitan Chicago Healthcare Council,$13334.00,1
2011,KASPER,MICHAEL,J,HR Green,$5000.00,1
2011,KASPER,MICHAEL,J,"Citibank, NA",$6000.00,1
2011,KASPER,MICHAEL,J,"Dominion Voting Systems, Inc",$10000.00,1
2011,KASPER,MICHAEL,J,Hilton Worldwide,$5000.00,1
2011,KASPER,MICHAEL,J,Advocate Health Care Network,$65000.00,1
2011,KASPER,MICHAEL,J,Academy for Urban School Leadership,$37500.00,1
2011,Kastrup,Genie,,SEIU Illinois Council,$0.00,1
2011,Katz,Marilyn,,Geneva Webster LLC,$10000.00,1
2011,Kelley,Nora,,SEIU Local 1,$0.00,1
2011,Kellman,Sandra,Y,Wrigley Company,$2500.00,1
2011,Kellman,Sandra,Y,Lynxs Chicago Cargoport LLC,$3000.00,1
2011,Kelly,Liam,,KPMG Corporate Finance LLC,$1000.00,1
2011,"Kelly, Jr.",John,J,K-Five Construction Corp,$5000.00,1
2011,"Kelly, Jr.",John,J,CVS Caremark Corp,$30000.00,1
2011,"Kelly, Jr.",John,J,Office Depot,$33000.00,1
2011,"Kelly, Jr.",John,J,Sentry Security Systems LLC,$0.00,1
2011,"Kelly, Jr.",John,J,Kinder Morgan Energy Partners,$30000.00,1
2011,"Kelly, Jr.",John,J,Hill-Rom,$0.00,1
2011,"Kelly, Jr.",John,J,Noresco LLC,$50000.00,1
2011,"Kelly, Jr.",John,J,"Family Guidance Centers, Inc",$48000.00,1
2011,"Kelly, Jr.",John,J,Arcadia Group Ltd,$0.00,1
2011,"Kelly, Jr.",John,J,"Knight Engineers and Architects, Inc.",$36000.00,1
2011,"Kelly, Jr.",John,J,Chicago Automobile Trade Association,$12000.00,1
2011,"Kelly, Jr.",John,J,"Smith Partners, LLC",$25000.00,1
2011,"Kelly, Jr.",John,J,McGuire Woods LLP,$0.00,1
2011,Kenny,Robert,C,CBS Outdoor Display Division,$300.00,1
2011,Kimmons,Gyata,M,"Westfield Concession Management, Inc.",$10000.00,1
2011,Kimmons,Gyata,M,"Wal-Mart Stores, Inc.",$1000.00,1
2011,Kimmons,Gyata,M,"Wal-Mart Stores, Inc.",$50000.00,1
2011,Kimsey,Anna,,"Rosetta Stone, Inc",$5000.00,1
2011,Klawiter,Richard,,Jewel Food Store,$10000.00,1
2011,Klawiter,Richard,,Monroe Investments Partners LLC,$2500.00,1
2011,Klawiter,Richard,,Skilken Properties,$1500.00,1
2011,Klawiter,Richard,,A Finkl & Sons Co.,$15000.00,1
2011,Klawiter,Richard,,Land and Lakes Company,$2500.00,1
2011,Klawiter,Richard,,Vienna Sausage Manufacturing Co.,$3000.00,1
2011,Klawiter,Richard,,Wrigley Company,$2500.00,1
2011,Klawiter,Richard,,"Capri Capital, LLC",$5000.00,1
2011,Klawiter,Richard,,"Primestor, Inc.",$10000.00,1
2011,Klawiter,Richard,,Preservation of Affordable Housing,$10000.00,1
2011,Klawiter,Richard,,Related Midwest,$5000.00,1
2011,Klawiter,Richard,,University of Chicago,$3000.00,1
2011,Klawiter,Richard,,Rosenwalk Courts LP,$5000.00,1
2011,Klipowicz,Karen,,SEIU Local 1,$0.00,1
2011,Kolpak,Paul,A,A & SL Construction Inc.,$5000.00,1
2011,Kolpak,Paul,A,"Ruci, Dritam",$6000.00,1
2011,Kolpak,Paul,A,"Yasin, Mohammnad",$4000.00,1
2011,Kolpak,Paul,A,Paisano Mufflers and Auto Service LLC,$5000.00,1
2011,Kolpak,Paul,A,"Code 130, LLC",$5000.00,1
2011,Kolpak,Paul,A,"Yasin, Mohammnad",$4000.00,1
2011,Kolpak,Paul,A,Norwest LLC,$5000.00,1
2011,Kotak,Aarti,,Scottsdale Limited Partnership,$2000.00,1
2011,Kotak,Aarti,,Chicago Neighborhood Initiatives,$20000.00,1
2011,Kozicki,Christopher,,Vacant Property Security Inc,$5000.00,1
2011,Kruse,Erika,L,NAVTEQ Corp.,$1000.00,1
2011,Kruse,Erika,L,Bank of America NA,$5000.00,1
2011,Kruse,Erika,L,"Chicago Mercantile Exchange, Inc.",$0.00,1
2011,Kruse,Erika,L,Preferred-Halsted LLC,$3000.00,1
2011,Kunze,Robert ,C,Breakthrough Urban Ministries,$0.00,1
2011,Kurson,Amy,C,Mc Donald's Corp.,$0.00,1
2011,Kurson,Amy,C,"EZPAWN, Illinois, Inc",$20000.00,1
2011,Kurson,Amy,C,"JCDecaux Chicago, LLC",$25000.00,1
2011,Kus,Edward ,J,Harper Court Partners LLC,$1000.00,1
2011,Kus,Edward ,J,3001 Development LLC,$2000.00,1
2011,Kus,Edward ,J,"Jensen, James C",$1000.00,1
2011,Kus,Edward ,J,Peninsula Hotel,$500.00,1
2011,Kus,Edward ,J,Smart Hotels LLC,$2000.00,1
2011,Kus,Edward ,J,Security Properties Inc,$4000.00,1
2011,Kus,Edward ,J,"Concession Services, Inc",$2000.00,1
2011,Kus,Edward ,J,Chicago Parking Meters LLC,$0.00,1
2011,Kus,Edward ,J,1601 N. Milwaukee Properties LLC,$1000.00,1
2011,Kus,Edward ,J,Chicago Park District,$500.00,1
2011,Kus,Edward ,J,"Strategic Hotel Capital, Inc.",$1000.00,1
2011,Kus,Edward ,J,ProLogis,$500.00,1
2011,Kus,Edward ,J,Museum of Contemporary Art,$0.00,1
2011,Kus,Edward ,J,M Development,$1000.00,1
2011,Kus,Edward ,J,"Belgravia Group, Ltd.",$0.00,1
2011,Kus,Edward ,J,"Krehbiel, Pete",$1000.00,1
2011,Kuzmich,Michael,,Affiliated Computer Services Inc,$1661.00,1
2011,LaPaille,Gary,J,Jacobs Engineering (FKA Edward & Kelcey),$15000.00,1
2011,LaPaille,Gary,J,MWH,$15000.00,1
2011,LaPaille,Gary,J,Canadian National %2f Illinois Central Railway,$12000.00,1
2011,Lacy,Leah ,R,Chicago Board of Education,$0.00,1
2011,Lacy,Leah ,R,St. Bernard Hospital,$0.00,1
2011,Lacy,Leah ,R,Public Building Commission of Chicago,$0.00,1
2011,Lacy,Leah ,R,Metropolitan Pier and Exposition Authority,$0.00,1
2011,Lasoff,Terri,,Target Corporation,$2000.00,1
2011,Laube,Michael,S,Related Midwest,$16000.00,1
2011,Laube,Michael,S,A Finkl & Sons Co.,$20000.00,1
2011,Laube,Michael,S,Sedgwick Properties,$10000.00,1
2011,Laube,Michael,S,Preservation of Affordable Housing,$14000.00,1
2011,Laube,Michael,S,Prime Group,$17000.00,1
2011,Laube,Michael,S,CO-EB %2f Ed  Retal Jr LLC,$17000.00,1
2011,Laube,Michael,S,Costco Wholesale,$18000.00,1
2011,Lawlor,John,J,DePaul University,$7000.00,1
2011,Lawlor,John,J,Burberry Limited,$4000.00,1
2011,Lawlor,John,J,Michigan Plaza LLC,$7000.00,1
2011,Lawlor,John,J,"Equity Group Investments, Inc",$4000.00,1
2011,Lawlor,John,J,Loyola University,$7000.00,1
2011,Lee,Katherine,,Barclays Capital Inc,$1000.00,1
2011,Lenahan,John,,AT&T Illinois,$0.00,1
2011,Lively,Elizabeth,,Metropolitan Chicago Healthcare Council,$10000.00,1
2011,Livingston,Thomas,E,CSX Corporation,$50000.00,1
2011,Lufrano,Michael,R,Chicago Cubs Baseball Club LLC,$2000.00,1
2011,Luking,William,H,Chicago Botanic Garden,$12000.00,1
2011,Lynch,Francine,D,Public Building Commission of Chicago,$0.00,1
2011,Lynch,Francine,D,Ancona Montessori School,$0.00,1
2011,Lynch,Daniel,J,"Continental Airl Lines, Inc",$2500.00,1
2011,Lynch,Daniel,J,"Continental Airl Lines, Inc",$0.00,1
2011,Mack,William,,Morgan Stanley,$1000.00,1
2011,Mackey,Howard,,Rice Financial Products Co.,$25000.00,1
2011,Magnabosco,Lesley,,Wimpco Inc,$0.00,1
2011,Magnabosco,Lesley,,"Beyond the Ivy, Inc",$918.00,1
2011,Markin,Robert ,S,HNTB Corp.,$1000.00,1
2011,Markin,Robert ,S,"Avis Budget Group, Inc",$1000.00,1
2011,Markin,Robert ,S,Kenny Construction Co.,$1000.00,1
2011,Marks,Angelica,,Chicago Neighborhood Initiatives,$0.00,1
2011,McCoy,Elliot,,BMO Capital Markets GKST,$433.00,1
2011,McCullough,Kimberly,,AT&T Illinois,$0.00,1
2011,McDermott,Ronald,J,Land and Lakes Company,$0.00,1
2011,McFarlan,Douglas,R,Midwest Generation,$0.00,1
2011,McGuire,Katriina,,150 East Ontario Acquistions LLC,$300.00,1
2011,McGuire,Katriina,,MR Properties LLC,$600.00,1
2011,McGuire,John,,"Independent Mechanical Industries, Inc.",$5000.00,1
2011,McGuire,John,,Comcast Corp.,$5000.00,1
2011,McLoyd,Eric,B,Comer Science & Education Foundation,$0.00,1
2011,McLoyd,Eric,B,Steans Family Foundation,$0.00,1
2011,McLoyd,Eric,B,Sonia Shankman School Corp.,$0.00,1
2011,McLoyd,Eric,B,Public Building Commission of Chicago,$0.00,1
2011,McLoyd,Eric,B,"RCHD, LLC",$0.00,1
2011,Mell,Richard,D,American Asphalt Surface Recycling,$6000.00,1
2011,Mell,Richard,D,Novak Construction,$15000.00,1
2011,Melvin,Christopher,C,Melvin and Company LLC,$0.00,1
2011,Miller,Lynn,L,"Dominick's Finer Foods, Inc.",$0.00,1
2011,Miller,Lynn,L,"Dominick's Finer Foods, Inc.",$0.00,1
2011,Milnikel,Elizabeth,,Institute for Justice,$1000.00,1
2011,Minaghan,Mary,K,Robert S. Molaro & Associates,$9000.00,1
2011,Minaghan,Mary,K,Sprint Nextel,$0.00,1
2011,Minaghan,Mary,K,Van Wagner Outdoor,$15000.00,1
2011,Minaghan,Mary,K,Illinois Bankers Assoc.,$12000.00,1
2011,Minaghan,Mary,K,Women Construction Owners,$8000.00,1
2011,Minaghan,Mary,K,Illinois Restaurant Association,$7000.00,1
2011,Minaghan,Mary,K,Chicagoland Chamber of Commerce,$0.00,1
2011,Minaghan,Mary,K,Chicagoland Apartment Assn.,$10000.00,1
2011,Minaghan,Mary,K,"Cable Communications, Inc.",$0.00,1
2011,Minaghan,Mary,K,Association of Subcontractors,$10000.00,1
2011,Minaghan,Mary,K,Building Owners & Managers Assoc. of Chicago (BOMA),$18000.00,1
2011,Minaghan,Mary,K,Laural Supply,$3000.00,1
2011,Molaro,Robert,S,Sprint Nextel,$9000.00,1
2011,Moore,Thomas,,"Helfrich, Joe",$500.00,1
2011,Moore,Thomas,,"Ronan, Jim",$5000.00,1
2011,Moore,Thomas,,"Tomescu, Titus",$0.00,1
2011,Moore,Thomas,,"Haase, Paul",$3000.00,1
2011,Moore,Thomas,,"Kwiatowski, Marianne",$1500.00,1
2011,Moore,Thomas,,"Shay, Kenneth & Elizabeth",$0.00,1
2011,Moore,Thomas,,GHP C ap LLC 1721 Berwyn Series,$2000.00,1
2011,Moore,Thomas,,"Buxbuam, Richard",$7000.00,1
2011,Moore,Thomas,,"Mansell, Eric",$4000.00,1
2011,Moore,Thomas,,"Fischer, Barry & Noelle",$0.00,1
2011,Moore,Thomas,,"Bauer, Belinda",$0.00,1
2011,Moore,Thomas,,Central Savings Federal Bank,$0.00,1
2011,Moore,Thomas,,"Jiang, Shumin",$0.00,1
2011,Moore,Thomas,,"Sushi on Andersonville, Inc",$0.00,1
2011,Moore,Thomas,,"Kim, Dae Hyun",$0.00,1
2011,Moore,Thomas,,"Coakley, Anna",$1000.00,1
2011,Moore,Thomas,,JEK Enterprises LLC,$2000.00,1
2011,Moore,Thomas,,"Ortega, Jose",$0.00,1
2011,Moore,Thomas,,24/ Seven Outdoor,$3000.00,1
2011,Moore,Thomas,,GVP Abbot LLC,$0.00,1
2011,Moore,Thomas,,Inder Dev,$0.00,1
2011,Moore,Thomas,,"Oyinloye, Gbemisola",$0.00,1
2011,Moore,Thomas,,"Gentlemen, Jim",$2000.00,1
2011,Moore,Thomas,,Catholic Bishop of Chicago,$500.00,1
2011,Moore,Thomas,,"DiPaolo, Maria & Mario",$0.00,1
2011,Moore,Thomas,,"Essential Nail Spa, LLC",$0.00,1
2011,Moore,Thomas,,"Kuklenski, John & Jan",$2500.00,1
2011,Moore,Thomas,,"Brink, Christopher",$3000.00,1
2011,Moore,Thomas,,"Barbanenti, Tony",$2000.00,1
2011,Moore,Thomas,,"Berghoff, Paul & Lisa",$2000.00,1
2011,Moore,Thomas,,Chicago Lakeshore Hospital,$27000.00,1
2011,Moore,Thomas,,"Swan Property Development, Inc",$18000.00,1
2011,Moore,Thomas,,"DeLira, Raul",$2000.00,1
2011,Moore,Thomas,,"Dougherty, Bridget",$1000.00,1
2011,Moore,Thomas,,1331-1335 N Dearborn Condo Assoc.,$4000.00,1
2011,Moore,Thomas,,"Tiran, Aaron",$0.00,1
2011,Moore,Thomas,,2451 S. Oakley LLC,$3000.00,1
2011,Moore,Thomas,,"Cohen, Scott",$3000.00,1
2011,Moore,Thomas,,"Hamblet, Michael",$4500.00,1
2011,Moore,Thomas,,"Blade Hair Skin Body, LLC",$3000.00,1
2011,Moore,Thomas,,"Bozic, Kristina",$0.00,1
2011,Moore,Thomas,,"Rizzo, Vince",$7000.00,1
2011,Morrison,Gerald,C,SEIU Illinois Council,$0.00,1
2011,Murphy,Thomas,J,Norfolk Southern Corp.,$36000.00,1
2011,Murphy,Thomas,J,Northwestern Memorial Hospital,$12000.00,1
2011,Murphy,Thomas,J,Walgreen Co.,$30000.00,1
2011,Murphy,Thomas,J,Archer Daniels Midland,$45000.00,1
2011,Murphy,Thomas,J,Northwestern University,$29220.00,1
2011,Murphy,Thomas,J,"7-Eleven, Inc",$30000.00,1
2011,Murphy,Thomas,J,Miller Coors LLC,$20000.00,1
2011,Murphy,Thomas,J,Verrus Mobile Technologies,$10500.00,1
2011,NOTTAGE,COURTNEY,C,Delaware North Companies,$13334.00,1
2011,NOTTAGE,COURTNEY,C,"Dominion Voting Systems, Inc",$10000.00,1
2011,NOTTAGE,COURTNEY,C,Hilton Worldwide,$5000.00,1
2011,NOTTAGE,COURTNEY,C,Metropolitan Chicago Healthcare Council,$13334.00,1
2011,NOTTAGE,COURTNEY,C,Advocate Health Care Network,$65000.00,1
2011,NOTTAGE,COURTNEY,C,"Securities Industry and Financial Markets Assoc., Inc.",$27500.00,1
2011,NOTTAGE,COURTNEY,C,Wight & Co.,$18000.00,1
2011,NOTTAGE,COURTNEY,C,Wight & Co.,$0.00,1
2011,NOTTAGE,COURTNEY,C,"Apple, Inc",$34998.00,1
2011,NOTTAGE,COURTNEY,C,Academy for Urban School Leadership,$37500.00,1
2011,NOTTAGE,COURTNEY,C,HR Green,$5000.00,1
2011,NOTTAGE,COURTNEY,C,"Citibank, NA",$6000.00,1
2011,Narefsky,David,,USX Corporation,$0.00,1
2011,Narefsky,David,,Brinshore Development,$0.00,1
2011,Narefsky,David,,Chicago Symphony Orchestra,$0.00,1
2011,Narefsky,David,,Mount Sinai Hospital and Medical Center,$32000.00,1
2011,Neal,Langdon,D,"Wal-Mart Stores, Inc.",$93000.00,1
2011,Neal,Langdon,D,Public Building Commission of Chicago,$156000.00,1
2011,Neal,Langdon,D,Metropolitan Pier and Exposition Authority,$0.00,1
2011,Neal,Langdon,D,Chicago Board of Education,$149000.00,1
2011,Neal,Langdon,D,Blue Cross %2f Blue Shield,$15000.00,1
2011,Neal,Langdon,D,St. Bernard Hospital,$16000.00,1
2011,Neal,Langdon,D,St Luke Church of God in Christ,$1000.00,1
2011,Neal,Langdon,D,University of Chicago,$0.00,1
2011,Neal,Langdon,D,Great Southwest Development Corp,$0.00,1
2011,Neal,Langdon,D,Urban Partnership Bank,$36000.00,1
2011,Neal,Langdon,D,"Polsky, Michael",$4000.00,1
2011,Neal,Langdon,D,GCD Properties LLC,$1000.00,1
2011,Neal,Langdon,D,Chicago Family Health Center,$0.00,1
2011,Neal,Langdon,D,ULICH Children's Advantage Network,$39000.00,1
2011,Neal,Langdon,D,Footwear Factory Development Corp,$0.00,1
2011,Neal,Langdon,D,Footwear Factory Development Corp,$0.00,1
2011,Neal,Langdon,D,"Wisman, James & Anna",$0.00,1
2011,Neal,Langdon,D,"Wisman, James & Anna",$14000.00,1
2011,Neal,Langdon,D,"ICE Development, LLC",$0.00,1
2011,Neal,Langdon,D,"ICE Development, LLC",$2500.00,1
2011,Neal,Langdon,D,Ancona Montessori School,$0.00,1
2011,Neal,Langdon,D,Near North Health Services Corp,$5000.00,1
2011,Neal,Langdon,D,"River Bend Real Estate Investments, LLC",$26000.00,1
2011,Neal,Langdon,D,Sonia Shankman School Corp.,$24000.00,1
2011,Neal,Langdon,D,Northwestern Memorial Hospital,$12000.00,1
2011,Neal,Langdon,D,Steans Family Foundation,$12000.00,1
2011,Neal,Langdon,D,Steans Family Foundation,$0.00,1
2011,Neal,Langdon,D,Capri Capital Partners,$10000.00,1
2011,Neal,Langdon,D,"Interstate Outdoor Advertising, LP",$330.00,1
2011,Neal,Langdon,D,Bronzeville Associates Limited Partnership,$49000.00,1
2011,Neal,Langdon,D,New South Partners LLC,$0.00,1
2011,Neal,Langdon,D,St. Edmund's Redevelopment Corp.,$0.00,1
2011,Neal,Langdon,D,Comer Science & Education Foundation,$56000.00,1
2011,Newtson,Jeremy ,,Barclays Capital Inc,$1000.00,1
2011,Nicolay,John,D,Citigroup,$0.00,1
2011,Novak,Theodore,J,Chicago Lakeside Development LLC,$5000.00,1
2011,Novak,Theodore,J,Geneva Webster LLC,$50000.00,1
2011,Novak,Theodore,J,University of Chicago,$10000.00,1
2011,Novak,Theodore,J,JAM Productions,$2000.00,1
2011,Novak,Theodore,J,Lycee Francais De Chicago,$10000.00,1
2011,Novak,Theodore,J,Capital Properties,$1000.00,1
2011,Novak,Theodore,J,Newsweb Corp,$1000.00,1
2011,Novak,Theodore,J,"Chicago Clean Energy, LLC",$2000.00,1
2011,Nunes,Marcus,j,"Primera Engineers, Ltd.",$0.00,1
2011,Nunes,Marcus,j,Chicago Carriage Cab Company,$0.00,1
2011,Nunes,Marcus,j,Hispanic Housing Development Corporation,$2000.00,1
2011,Nunes,Marcus,j,Clear Channel Airports,$1000.00,1
2011,Nunes,Marcus,j,Delaware North Companies,$0.00,1
2011,Nunes,Marcus,j,Vermillion Development,$8000.00,1
2011,Nunes,Marcus,j,Clear Channel Outdoor,$0.00,1
2011,Nunes,Marcus,j,United Neighborhood Organization,$2000.00,1
2011,Nunes,Marcus,j,Cash America International,$0.00,1
2011,O'Connell  ,John ,,Cigar Assn. of America,$10000.00,1
2011,O'Connell  ,John ,,FedEx Corp,$10000.00,1
2011,O'Connell  ,John ,,Reynolds America Inc,$0.00,1
2011,O'Hallaron,Thomas,,Incapital LLC,$0.00,1
2011,O'Keefe,Bridget,M,Rossi Contractors Inc,$330.00,1
2011,O'Keefe,Bridget,M,Dubin Residential,$2000.00,1
2011,O'Keefe,Bridget,M,Roosevelt University,$9000.00,1
2011,O'Keefe,Bridget,M,"City Lights, Ltd.",$0.00,1
2011,O'Keefe,Bridget,M,"Harrison, Lee Hecht",$100.00,1
2011,O'Keefe,Bridget,M,Adecco North America,$0.00,1
2011,O'Keefe,Bridget,M,Ralph's Grocery Co.,$200.00,1
2011,O'Keefe,Bridget,M,Institutional Project Management,$5000.00,1
2011,O'Keefe,Bridget,M,Catholic Charities Housing Development Corp,$0.00,1
2011,O'Keefe,Bridget,M,Kids Science Lab,$200.00,1
2011,O'Keefe,Bridget,M,St. Boniface Senior Living Foundation,$0.00,1
2011,O'Keefe,Bridget,M,St. Boniface Senior Living LLC,$0.00,1
2011,O'Keefe,Bridget,M,Accounting Principals Inc,$0.00,1
2011,O'Neill,Thomas,S,ComEd,$1000.00,1
2011,O'Sullivan,Dennis,A,Metropolitan Chicago Healthcare Council,$4000.00,1
2011,Osoba,Wayne,F,Resurrection Health Care,$85000.00,1
2011,Owen,Jeffrey,N,Chicago Lakeside Development LLC,$5000.00,1
2011,Owen,Jeffrey,N,University of Chicago,$20000.00,1
2011,Pace,Virginia,,South Park Senior Services and Housing NFP,$1000.00,1
2011,Pace,Virginia,,Brownlow Benton Sullivan Arms,$1000.00,1
2011,Pace,Virginia,,"KJ Manor, LLC-",$500.00,1
2011,Pace,Virginia,,New Pisgah Baptist Church,$500.00,1
2011,Pace,Virginia,,3 Diamnod Development,$500.00,1
2011,Panayotovich,Samuel,,Pace,$10000.00,1
2011,Paris,Marty,,Sedgwick Properties,$1000.00,1
2011,Parisot,Bernard,,J C Decaux NA,$6000.00,1
2011,Parnell,Charles,S,Midwest Generation,$0.00,1
2011,Parrino ,Jack,,"Beyond the Ivy, Inc",$2301.00,1
2011,Paxson,K. Nathaniel,,Chicago Assoc. of Realtors,$12000.00,1
2011,Peck,Kerry,R,Tyler Lane Construction Inc,$6000.00,1
2011,Pedrelli,Dennis,,Chicago Loop Parking,$0.00,1
2011,Pedrelli,Dennis,,Chicago Parking Meters LLC,$0.00,1
2011,Pepper,Donovan,W,Walgreen Co.,$5000.00,1
2011,Pfleger,Erika,,Institute for Justice,$500.00,1
2011,Phelps,Suzanne,E,Chrysalis Consulting LLC,$0.00,1
2011,Pilewski,Joseph,E,Loretto Hospital,$0.00,1
2011,Pilewski,Joseph,E,"Lawson Products, Inc",$7000.00,1
2011,Pilewski,Joseph,E,Loretto Hospital,$10000.00,1
2011,Polsky,Samuel,J,"Gateway Park, LLC c%2fo The Regent Group",$1000.00,1
2011,Polsky,Samuel,J,Blommer Chocolate Company,$8000.00,1
2011,Pritz,Neil,A,BMO Capital Markets GKST,$541.00,1
2011,Pugh,Donna,,"Hotel Lincoln Park Owner, LLC",$0.00,1
2011,Pugh,Donna,,Water Tower Place LLC,$2000.00,1
2011,Pugh,Donna,,General Growth Properties,$2000.00,1
2011,Pugh,Donna,,"AG%2fCP West Bradley, LLC",$2000.00,1
2011,Pugh,Donna,,Resurrection Health Care,$85000.00,1
2011,Pugh,Donna,,Principal Real Estate Investors,$8000.00,1
2011,Pugh,Donna,,Macerich Company,$18000.00,1
2011,Pusateri,Lawrence,F,"New Moms, Inc",$1000.00,1
2011,Pusateri,Lawrence,F,"Mark IV Realty Group, Inc",$500.00,1
2011,Pusateri,Lawrence,F,Alexian Brothers,$1000.00,1
2011,Rachlin,James,,BMO Capital Markets GKST,$108.00,1
2011,Radtke,John,S,Incapital LLC,$0.00,1
2011,Redd,Ronald,J,BMO Capital Markets GKST,$72.00,1
2011,Reed,Michael,,Supervalu d%2fb%2fa Jewel-Osco and Save-a-Lot,$1000.00,1
2011,Reifman,David,L,Costco Wholesale,$20000.00,1
2011,Reifman,David,L,"ML Realty Partners, LLC",$2000.00,1
2011,Reifman,David,L,Chicago Neighborhood Initiatives,$20000.00,1
2011,Reifman,David,L,Sedgwick Properties,$12000.00,1
2011,Repel,  Robert,J,Bradford Airport Logistics,$2000.00,1
2011,Repel,  Robert,J,"Virgin America, Inc",$8000.00,1
2011,Reyes,Victor,H,Enterprise Leasing Co. of Chicago,$10000.00,1
2011,Ricco,Vincent,A,"Allied Telesis, Inc",$1000.00,1
2011,Richardson-Lowry,Mary,,Tennis Corp. of America,$0.00,1
2011,Richardson-Lowry,Mary,,Metropolitan Pier and Exposition Authority,$0.00,1
2011,Richardson-Lowry,Mary,,Barclays Capital Inc,$0.00,1
2011,Richardson-Lowry,Mary,,Oak Brook Banks,$0.00,1
2011,Richardson-Lowry,Mary,,AT&T Illinois,$0.00,1
2011,Richardson-Lowry,Mary,,LaRabida Children's Hospital,$0.00,1
2011,Richardson-Lowry,Mary,,Pactiv Corp.,$0.00,1
2011,Richardson-Lowry,Mary,,AE Com,$0.00,1
2011,Richardson-Lowry,Mary,,"Republic Services, Inc",$0.00,1
2011,Richardson-Lowry,Mary,,Bank of America,$0.00,1
2011,Richardson-Lowry,Mary,,Chicago Symphony Orchestra,$0.00,1
2011,Richardson-Lowry,Mary,,DMJM Illinois,$0.00,1
2011,Richardson-Lowry,Mary,,JP Morgan Chase & Co.,$0.00,1
2011,Richardson-Lowry,Mary,,Lyric Opera of Chicago,$0.00,1
2011,Roberson,Victor,,"AmeriCash Loans, LLC",$10000.00,1
2011,Roberson,Victor,,Centaur Construction,$5000.00,1
2011,Robertson,Lee,A,Rass Hospitality,$1000.00,1
2011,Robertson,Lee,A,Pope Building Condo. Assoc.,$300.00,1
2011,Robertson,Lee,A,"Chryczxy, Wojciech",$900.00,1
